source,target,weight
S100006,S100054,1.0
S100006,S100055,1.0
S100006,S100058,1.0
S100006,S100060,1.0
S100006,S100061,1.0
S100006,S100062,1.0
S100006,S100063,1.0
S100006,S100067,1.0
S100006,S100071,1.0
S100006,S100075,1.0
S100006,S100078,2.0
S100006,S100088,1.0
S100006,S100105,1.0
S100006,S100106,1.0
S100006,S100107,1.0
S100006,S100116,1.0
S100007,S100008,1.0
S100007,S100012,1.0
S100007,S100014,1.0
S100007,S100015,1.0
S100007,S100019,1.0
S100007,S100020,1.0
S100007,S100021,1.0
S100007,S100022,1.0
S100007,S100024,1.0
S100007,S100025,1.0
S100007,S100026,1.0
S100007,S100027,1.0
S100007,S100029,1.0
S100007,S100031,1.0
S100007,S100032,1.0
S100007,S100034,1.0
S100007,S100035,1.0
S100007,S100039,1.0
S100007,S100061,1.0
S100007,S100075,1.0
S100007,S100078,1.0
S100007,S100106,1.0
S100008,S100015,1.0
S100008,S100019,1.0
S100008,S100020,1.0
S100008,S100022,1.0
S100008,S100027,1.0
S100008,S100035,1.0
S100008,S100039,1.0
S100008,S100078,1.0
S100011,S100041,1.0
S100011,S100050,1.0
S100011,S100052,1.0
S100011,S100054,1.0
S100011,S100055,1.0
S100011,S100056,1.0
S100011,S100058,1.0
S100011,S100061,1.0
S100011,S100064,1.0
S100011,S100065,1.0
S100011,S100071,1.0
S100011,S100074,1.0
S100011,S100077,1.0
S100011,S100078,1.0
S100011,S100080,1.0
S100011,S100111,1.0
S100012,S100014,1.0
S100012,S100021,1.0
S100012,S100024,1.0
S100012,S100025,1.0
S100012,S100026,1.0
S100012,S100029,1.0
S100012,S100031,1.0
S100012,S100032,1.0
S100012,S100034,1.0
S100012,S100061,1.0
S100012,S100075,1.0
S100012,S100106,1.0
S100014,S100021,1.0
S100014,S100024,1.0
S100014,S100025,1.0
S100014,S100026,1.0
S100014,S100029,1.0
S100014,S100031,1.0
S100014,S100032,1.0
S100014,S100034,1.0
S100014,S100061,1.0
S100014,S100075,1.0
S100014,S100106,1.0
S100015,S100019,1.0
S100015,S100020,1.0
S100015,S100022,1.0
S100015,S100027,1.0
S100015,S100035,1.0
S100015,S100039,1.0
S100015,S100078,1.0
S100017,S100018,1.0
S100017,S100022,1.0
S100017,S100024,1.0
S100017,S100028,1.0
S100017,S100033,1.0
S100017,S100038,1.0
S100017,S100040,1.0
S100017,S100067,1.0
S100017,S100088,1.0
S100017,S100105,1.0
S100017,S100107,1.0
S100018,S100022,1.0
S100018,S100024,1.0
S100018,S100028,1.0
S100018,S100033,1.0
S100018,S100038,1.0
S100018,S100040,1.0
S100018,S100067,1.0
S100018,S100088,1.0
S100018,S100105,1.0
S100018,S100107,1.0
S100019,S100020,1.0
S100019,S100022,1.0
S100019,S100027,1.0
S100019,S100035,1.0
S100019,S100039,1.0
S100019,S100078,1.0
S100020,S100022,1.0
S100020,S100027,1.0
S100020,S100035,1.0
S100020,S100039,1.0
S100020,S100078,1.0
S100021,S100024,1.0
S100021,S100025,1.0
S100021,S100026,1.0
S100021,S100029,1.0
S100021,S100031,1.0
S100021,S100032,1.0
S100021,S100034,1.0
S100021,S100061,1.0
S100021,S100075,1.0
S100021,S100106,1.0
S100022,S100024,1.0
S100022,S100027,1.0
S100022,S100028,1.0
S100022,S100033,1.0
S100022,S100035,1.0
S100022,S100038,1.0
S100022,S100039,1.0
S100022,S100040,1.0
S100022,S100067,1.0
S100022,S100078,1.0
S100022,S100088,1.0
S100022,S100105,1.0
S100022,S100107,1.0
S100024,S100025,1.0
S100024,S100026,1.0
S100024,S100028,1.0
S100024,S100029,1.0
S100024,S100031,1.0
S100024,S100032,1.0
S100024,S100033,1.0
S100024,S100034,1.0
S100024,S100038,1.0
S100024,S100040,1.0
S100024,S100061,1.0
S100024,S100067,1.0
S100024,S100075,1.0
S100024,S100088,1.0
S100024,S100105,1.0
S100024,S100106,1.0
S100024,S100107,1.0
S100025,S100026,1.0
S100025,S100029,1.0
S100025,S100031,1.0
S100025,S100032,1.0
S100025,S100034,1.0
S100025,S100061,1.0
S100025,S100075,1.0
S100025,S100106,1.0
S100026,S100029,1.0
S100026,S100031,1.0
S100026,S100032,1.0
S100026,S100034,1.0
S100026,S100061,1.0
S100026,S100075,1.0
S100026,S100083,1.0
S100026,S100090,1.0
S100026,S100093,1.0
S100026,S100101,1.0
S100026,S100102,1.0
S100026,S100105,1.0
S100026,S100106,1.0
S100026,S100109,1.0
S100026,S100110,1.0
S100026,S100111,1.0
S100026,S100114,1.0
S100027,S100035,1.0
S100027,S100039,1.0
S100027,S100078,1.0
S100028,S100033,1.0
S100028,S100038,1.0
S100028,S100040,1.0
S100028,S100067,1.0
S100028,S100088,1.0
S100028,S100105,1.0
S100028,S100107,1.0
S100029,S100031,1.0
S100029,S100032,1.0
S100029,S100034,1.0
S100029,S100061,1.0
S100029,S100075,1.0
S100029,S100106,1.0
S100031,S100032,1.0
S100031,S100034,1.0
S100031,S100061,1.0
S100031,S100075,1.0
S100031,S100106,1.0
S100032,S100034,1.0
S100032,S100061,1.0
S100032,S100075,1.0
S100032,S100106,1.0
S100033,S100038,1.0
S100033,S100040,1.0
S100033,S100067,1.0
S100033,S100088,1.0
S100033,S100105,1.0
S100033,S100107,1.0
S100034,S100061,1.0
S100034,S100075,1.0
S100034,S100106,1.0
S100035,S100039,1.0
S100035,S100078,1.0
S100038,S100040,1.0
S100038,S100067,1.0
S100038,S100088,1.0
S100038,S100105,1.0
S100038,S100107,1.0
S100039,S100078,1.0
S100040,S100067,1.0
S100040,S100088,1.0
S100040,S100105,1.0
S100040,S100107,1.0
S100041,S100050,1.0
S100041,S100052,1.0
S100041,S100054,1.0
S100041,S100055,1.0
S100041,S100056,1.0
S100041,S100058,1.0
S100041,S100061,1.0
S100041,S100064,1.0
S100041,S100065,1.0
S100041,S100071,1.0
S100041,S100074,1.0
S100041,S100077,1.0
S100041,S100078,1.0
S100041,S100080,1.0
S100041,S100111,1.0
S100042,S100043,1.0
S100042,S100051,1.0
S100042,S100052,1.0
S100042,S100054,1.0
S100042,S100055,1.0
S100042,S100058,1.0
S100042,S100060,1.0
S100042,S100062,1.0
S100042,S100063,1.0
S100042,S100071,1.0
S100042,S100078,1.0
S100042,S100116,1.0
S100043,S100051,1.0
S100043,S100052,1.0
S100043,S100054,1.0
S100043,S100055,1.0
S100043,S100058,1.0
S100043,S100060,1.0
S100043,S100062,1.0
S100043,S100063,1.0
S100043,S100071,1.0
S100043,S100078,1.0
S100043,S100116,1.0
S100046,S100063,1.0
S100046,S100083,1.0
S100046,S100085,1.0
S100046,S100087,1.0
S100046,S100088,1.0
S100046,S100089,1.0
S100046,S100092,1.0
S100046,S100093,1.0
S100046,S100096,1.0
S100046,S100105,1.0
S100046,S100108,1.0
S100046,S100110,1.0
S100046,S100111,1.0
S100046,S100112,1.0
S100046,S100117,1.0
S100046,S100118,1.0
S100046,S100119,1.0
S100046,S100120,1.0
S100050,S100052,1.0
S100050,S100054,1.0
S100050,S100055,1.0
S100050,S100056,1.0
S100050,S100058,1.0
S100050,S100061,1.0
S100050,S100064,1.0
S100050,S100065,1.0
S100050,S100071,1.0
S100050,S100074,1.0
S100050,S100077,1.0
S100050,S100078,1.0
S100050,S100080,1.0
S100050,S100111,1.0
S100051,S100052,1.0
S100051,S100054,1.0
S100051,S100055,1.0
S100051,S100058,1.0
S100051,S100060,1.0
S100051,S100062,1.0
S100051,S100063,1.0
S100051,S100071,1.0
S100051,S100078,1.0
S100051,S100116,1.0
S100052,S100054,2.0
S100052,S100055,2.0
S100052,S100056,1.0
S100052,S100058,2.0
S100052,S100060,1.0
S100052,S100061,1.0
S100052,S100062,1.0
S100052,S100063,1.0
S100052,S100064,1.0
S100052,S100065,1.0
S100052,S100071,2.0
S100052,S100074,1.0
S100052,S100077,1.0
S100052,S100078,2.0
S100052,S100080,1.0
S100052,S100111,1.0
S100052,S100116,1.0
S100054,S100055,2.0
S100054,S100056,1.0
S100054,S100058,2.0
S100054,S100060,1.0
S100054,S100061,1.0
S100054,S100062,1.0
S100054,S100063,1.0
S100054,S100064,1.0
S100054,S100065,1.0
S100054,S100071,2.0
S100054,S100074,1.0
S100054,S100077,1.0
S100054,S100078,2.0
S100054,S100080,1.0
S100054,S100111,1.0
S100054,S100116,1.0
S100055,S100056,1.0
S100055,S100058,2.0
S100055,S100060,1.0
S100055,S100061,1.0
S100055,S100062,1.0
S100055,S100063,1.0
S100055,S100064,1.0
S100055,S100065,1.0
S100055,S100071,2.0
S100055,S100074,1.0
S100055,S100077,1.0
S100055,S100078,2.0
S100055,S100080,1.0
S100055,S100111,1.0
S100055,S100116,1.0
S100056,S100058,1.0
S100056,S100061,1.0
S100056,S100064,1.0
S100056,S100065,1.0
S100056,S100071,1.0
S100056,S100074,1.0
S100056,S100077,1.0
S100056,S100078,1.0
S100056,S100080,1.0
S100056,S100111,1.0
S100058,S100060,1.0
S100058,S100061,1.0
S100058,S100062,1.0
S100058,S100063,1.0
S100058,S100064,1.0
S100058,S100065,1.0
S100058,S100071,2.0
S100058,S100074,1.0
S100058,S100077,1.0
S100058,S100078,2.0
S100058,S100080,1.0
S100058,S100111,1.0
S100058,S100116,1.0
S100060,S100062,1.0
S100060,S100063,1.0
S100060,S100071,1.0
S100060,S100078,1.0
S100060,S100116,1.0
S100061,S100064,1.0
S100061,S100065,1.0
S100061,S100071,1.0
S100061,S100074,1.0
S100061,S100075,1.0
S100061,S100077,1.0
S100061,S100078,1.0
S100061,S100080,1.0
S100061,S100106,1.0
S100061,S100111,1.0
S100062,S100063,1.0
S100062,S100071,1.0
S100062,S100078,1.0
S100062,S100116,1.0
S100063,S100071,1.0
S100063,S100078,1.0
S100063,S100083,1.0
S100063,S100085,1.0
S100063,S100087,1.0
S100063,S100088,1.0
S100063,S100089,1.0
S100063,S100092,1.0
S100063,S100093,1.0
S100063,S100096,1.0
S100063,S100105,1.0
S100063,S100108,1.0
S100063,S100110,1.0
S100063,S100111,1.0
S100063,S100112,1.0
S100063,S100116,1.0
S100063,S100117,1.0
S100063,S100118,1.0
S100063,S100119,1.0
S100063,S100120,1.0
S100064,S100065,1.0
S100064,S100071,1.0
S100064,S100074,1.0
S100064,S100077,1.0
S100064,S100078,1.0
S100064,S100080,1.0
S100064,S100111,1.0
S100065,S100071,1.0
S100065,S100074,1.0
S100065,S100077,1.0
S100065,S100078,1.0
S100065,S100080,1.0
S100065,S100111,1.0
S100067,S100088,1.0
S100067,S100105,1.0
S100067,S100107,1.0
S100071,S100074,1.0
S100071,S100077,1.0
S100071,S100078,2.0
S100071,S100080,1.0
S100071,S100111,1.0
S100071,S100116,1.0
S100074,S100077,1.0
S100074,S100078,1.0
S100074,S100080,1.0
S100074,S100111,1.0
S100075,S100106,1.0
S100077,S100078,1.0
S100077,S100080,1.0
S100077,S100111,1.0
S100078,S100080,1.0
S100078,S100111,1.0
S100078,S100116,1.0
S100080,S100111,1.0
S100083,S100085,1.0
S100083,S100087,1.0
S100083,S100088,1.0
S100083,S100089,1.0
S100083,S100090,1.0
S100083,S100092,1.0
S100083,S100093,2.0
S100083,S100096,1.0
S100083,S100101,1.0
S100083,S100102,1.0
S100083,S100105,2.0
S100083,S100108,1.0
S100083,S100109,1.0
S100083,S100110,2.0
S100083,S100111,2.0
S100083,S100112,1.0
S100083,S100114,1.0
S100083,S100117,1.0
S100083,S100118,1.0
S100083,S100119,1.0
S100083,S100120,1.0
S100085,S100087,1.0
S100085,S100088,1.0
S100085,S100089,1.0
S100085,S100092,1.0
S100085,S100093,1.0
S100085,S100096,1.0
S100085,S100105,1.0
S100085,S100108,1.0
S100085,S100110,1.0
S100085,S100111,1.0
S100085,S100112,1.0
S100085,S100117,1.0
S100085,S100118,1.0
S100085,S100119,1.0
S100085,S100120,1.0
S100087,S100088,1.0
S100087,S100089,1.0
S100087,S100092,1.0
S100087,S100093,1.0
S100087,S100096,1.0
S100087,S100105,1.0
S100087,S100108,1.0
S100087,S100110,1.0
S100087,S100111,1.0
S100087,S100112,1.0
S100087,S100117,1.0
S100087,S100118,1.0
S100087,S100119,1.0
S100087,S100120,1.0
S100088,S100089,1.0
S100088,S100092,1.0
S100088,S100093,1.0
S100088,S100096,1.0
S100088,S100105,2.0
S100088,S100107,1.0
S100088,S100108,1.0
S100088,S100110,1.0
S100088,S100111,1.0
S100088,S100112,1.0
S100088,S100117,1.0
S100088,S100118,1.0
S100088,S100119,1.0
S100088,S100120,1.0
S100089,S100092,1.0
S100089,S100093,1.0
S100089,S100096,1.0
S100089,S100105,1.0
S100089,S100108,1.0
S100089,S100110,1.0
S100089,S100111,1.0
S100089,S100112,1.0
S100089,S100117,1.0
S100089,S100118,1.0
S100089,S100119,1.0
S100089,S100120,1.0
S100090,S100093,1.0
S100090,S100101,1.0
S100090,S100102,1.0
S100090,S100105,1.0
S100090,S100109,1.0
S100090,S100110,1.0
S100090,S100111,1.0
S100090,S100114,1.0
S100092,S100093,1.0
S100092,S100096,1.0
S100092,S100105,1.0
S100092,S100108,1.0
S100092,S100110,1.0
S100092,S100111,1.0
S100092,S100112,1.0
S100092,S100117,1.0
S100092,S100118,1.0
S100092,S100119,1.0
S100092,S100120,1.0
S100093,S100096,1.0
S100093,S100101,1.0
S100093,S100102,1.0
S100093,S100105,2.0
S100093,S100108,1.0
S100093,S100109,1.0
S100093,S100110,2.0
S100093,S100111,2.0
S100093,S100112,1.0
S100093,S100114,1.0
S100093,S100117,1.0
S100093,S100118,1.0
S100093,S100119,1.0
S100093,S100120,1.0
S100096,S100105,1.0
S100096,S100108,1.0
S100096,S100110,1.0
S100096,S100111,1.0
S100096,S100112,1.0
S100096,S100117,1.0
S100096,S100118,1.0
S100096,S100119,1.0
S100096,S100120,1.0
S100101,S100102,1.0
S100101,S100105,1.0
S100101,S100109,1.0
S100101,S100110,1.0
S100101,S100111,1.0
S100101,S100114,1.0
S100102,S100105,1.0
S100102,S100109,1.0
S100102,S100110,1.0
S100102,S100111,1.0
S100102,S100114,1.0
S100105,S100107,1.0
S100105,S100108,1.0
S100105,S100109,1.0
S100105,S100110,2.0
S100105,S100111,2.0
S100105,S100112,1.0
S100105,S100114,1.0
S100105,S100117,1.0
S100105,S100118,1.0
S100105,S100119,1.0
S100105,S100120,1.0
S100108,S100110,1.0
S100108,S100111,1.0
S100108,S100112,1.0
S100108,S100117,1.0
S100108,S100118,1.0
S100108,S100119,1.0
S100108,S100120,1.0
S100109,S100110,1.0
S100109,S100111,1.0
S100109,S100114,1.0
S100110,S100111,2.0
S100110,S100112,1.0
S100110,S100114,1.0
S100110,S100117,1.0
S100110,S100118,1.0
S100110,S100119,1.0
S100110,S100120,1.0
S100111,S100112,1.0
S100111,S100114,1.0
S100111,S100117,1.0
S100111,S100118,1.0
S100111,S100119,1.0
S100111,S100120,1.0
S100112,S100117,1.0
S100112,S100118,1.0
S100112,S100119,1.0
S100112,S100120,1.0
S100117,S100118,1.0
S100117,S100119,1.0
S100117,S100120,1.0
S100118,S100119,1.0
S100118,S100120,1.0
S100119,S100120,1.0
