source,target,weight
S100006,S100106,1.0
S100006,S100107,1.0
S100006,S100110,1.0
S100006,S100117,1.0
S100007,S100008,2.0
S100007,S100009,2.0
S100007,S100010,2.0
S100007,S100011,1.0
S100007,S100012,3.0
S100007,S100014,2.0
S100007,S100015,2.0
S100007,S100016,3.0
S100007,S100017,3.0
S100007,S100019,2.0
S100007,S100020,2.0
S100007,S100021,2.0
S100007,S100023,1.0
S100007,S100024,3.0
S100007,S100025,2.0
S100007,S100026,2.0
S100007,S100027,2.0
S100007,S100028,2.0
S100007,S100029,2.0
S100007,S100031,2.0
S100007,S100032,1.0
S100007,S100033,1.0
S100007,S100034,1.0
S100007,S100035,3.0
S100007,S100038,2.0
S100007,S100039,3.0
S100007,S100064,1.0
S100007,S100065,1.0
S100007,S100072,1.0
S100007,S100085,1.0
S100007,S100091,1.0
S100007,S100101,1.0
S100007,S100105,1.0
S100007,S100106,1.0
S100007,S100107,1.0
S100007,S100110,1.0
S100007,S100117,1.0
S100008,S100009,2.0
S100008,S100010,1.0
S100008,S100011,1.0
S100008,S100012,2.0
S100008,S100014,2.0
S100008,S100015,1.0
S100008,S100016,2.0
S100008,S100017,2.0
S100008,S100019,1.0
S100008,S100020,1.0
S100008,S100021,1.0
S100008,S100024,2.0
S100008,S100025,1.0
S100008,S100026,1.0
S100008,S100027,1.0
S100008,S100028,1.0
S100008,S100029,1.0
S100008,S100031,1.0
S100008,S100032,1.0
S100008,S100034,1.0
S100008,S100035,2.0
S100008,S100038,1.0
S100008,S100039,2.0
S100008,S100064,1.0
S100008,S100065,1.0
S100008,S100072,1.0
S100008,S100085,1.0
S100008,S100105,1.0
S100008,S100106,1.0
S100008,S100107,1.0
S100008,S100110,1.0
S100008,S100117,1.0
S100009,S100010,1.0
S100009,S100011,1.0
S100009,S100012,2.0
S100009,S100014,2.0
S100009,S100015,1.0
S100009,S100016,2.0
S100009,S100017,2.0
S100009,S100019,1.0
S100009,S100020,1.0
S100009,S100021,1.0
S100009,S100024,2.0
S100009,S100025,1.0
S100009,S100026,1.0
S100009,S100027,1.0
S100009,S100028,1.0
S100009,S100029,1.0
S100009,S100031,1.0
S100009,S100032,1.0
S100009,S100034,1.0
S100009,S100035,2.0
S100009,S100038,1.0
S100009,S100039,2.0
S100009,S100064,1.0
S100009,S100065,1.0
S100009,S100072,1.0
S100009,S100085,1.0
S100009,S100105,1.0
S100009,S100106,1.0
S100009,S100107,1.0
S100009,S100110,1.0
S100009,S100117,1.0
S100010,S100011,1.0
S100010,S100012,2.0
S100010,S100014,1.0
S100010,S100015,1.0
S100010,S100016,2.0
S100010,S100017,2.0
S100010,S100019,2.0
S100010,S100020,1.0
S100010,S100021,2.0
S100010,S100023,1.0
S100010,S100024,2.0
S100010,S100025,1.0
S100010,S100026,2.0
S100010,S100027,2.0
S100010,S100028,2.0
S100010,S100029,2.0
S100010,S100031,1.0
S100010,S100032,1.0
S100010,S100033,1.0
S100010,S100035,2.0
S100010,S100038,1.0
S100010,S100039,2.0
S100010,S100065,1.0
S100010,S100085,1.0
S100010,S100091,1.0
S100010,S100101,1.0
S100010,S100105,1.0
S100010,S100107,1.0
S100010,S100110,1.0
S100011,S100012,1.0
S100011,S100014,1.0
S100011,S100016,1.0
S100011,S100017,1.0
S100011,S100019,1.0
S100011,S100021,1.0
S100011,S100024,1.0
S100011,S100026,1.0
S100011,S100027,1.0
S100011,S100028,1.0
S100011,S100029,1.0
S100011,S100032,1.0
S100011,S100035,1.0
S100011,S100039,1.0
S100011,S100065,1.0
S100011,S100085,1.0
S100011,S100105,1.0
S100011,S100107,1.0
S100011,S100110,1.0
S100012,S100014,2.0
S100012,S100015,2.0
S100012,S100016,3.0
S100012,S100017,3.0
S100012,S100019,2.0
S100012,S100020,2.0
S100012,S100021,2.0
S100012,S100023,2.0
S100012,S100024,3.0
S100012,S100025,2.0
S100012,S100026,2.0
S100012,S100027,2.0
S100012,S100028,2.0
S100012,S100029,2.0
S100012,S100031,2.0
S100012,S100032,1.0
S100012,S100033,1.0
S100012,S100034,1.0
S100012,S100035,3.0
S100012,S100038,2.0
S100012,S100039,3.0
S100012,S100041,1.0
S100012,S100042,1.0
S100012,S100043,1.0
S100012,S100044,1.0
S100012,S100045,1.0
S100012,S100046,1.0
S100012,S100048,1.0
S100012,S100049,1.0
S100012,S100050,1.0
S100012,S100051,1.0
S100012,S100053,1.0
S100012,S100054,1.0
S100012,S100055,1.0
S100012,S100056,1.0
S100012,S100057,1.0
S100012,S100059,1.0
S100012,S100060,1.0
S100012,S100064,1.0
S100012,S100065,2.0
S100012,S100066,1.0
S100012,S100069,1.0
S100012,S100070,1.0
S100012,S100071,1.0
S100012,S100072,2.0
S100012,S100073,1.0
S100012,S100074,1.0
S100012,S100075,1.0
S100012,S100076,1.0
S100012,S100078,1.0
S100012,S100084,1.0
S100012,S100085,1.0
S100012,S100091,1.0
S100012,S100101,1.0
S100012,S100105,1.0
S100012,S100106,1.0
S100012,S100107,1.0
S100012,S100110,1.0
S100012,S100117,1.0
S100014,S100015,1.0
S100014,S100016,2.0
S100014,S100017,2.0
S100014,S100019,1.0
S100014,S100020,1.0
S100014,S100021,1.0
S100014,S100024,2.0
S100014,S100025,2.0
S100014,S100026,1.0
S100014,S100027,1.0
S100014,S100028,1.0
S100014,S100029,1.0
S100014,S100031,1.0
S100014,S100032,1.0
S100014,S100034,2.0
S100014,S100035,2.0
S100014,S100038,1.0
S100014,S100039,2.0
S100014,S100040,1.0
S100014,S100055,1.0
S100014,S100064,1.0
S100014,S100065,1.0
S100014,S100072,1.0
S100014,S100081,1.0
S100014,S100082,1.0
S100014,S100083,1.0
S100014,S100084,1.0
S100014,S100085,1.0
S100014,S100086,1.0
S100014,S100090,1.0
S100014,S100091,1.0
S100014,S100092,1.0
S100014,S100095,1.0
S100014,S100096,1.0
S100014,S100098,1.0
S100014,S100099,1.0
S100014,S100100,1.0
S100014,S100101,1.0
S100014,S100105,2.0
S100014,S100106,2.0
S100014,S100107,2.0
S100014,S100108,1.0
S100014,S100109,1.0
S100014,S100110,1.0
S100014,S100111,1.0
S100014,S100112,1.0
S100014,S100114,1.0
S100014,S100117,2.0
S100014,S100118,1.0
S100014,S100120,1.0
S100015,S100016,2.0
S100015,S100017,2.0
S100015,S100019,1.0
S100015,S100020,2.0
S100015,S100021,1.0
S100015,S100023,1.0
S100015,S100024,2.0
S100015,S100025,2.0
S100015,S100026,1.0
S100015,S100027,1.0
S100015,S100028,1.0
S100015,S100029,1.0
S100015,S100031,2.0
S100015,S100033,1.0
S100015,S100034,1.0
S100015,S100035,2.0
S100015,S100038,2.0
S100015,S100039,2.0
S100015,S100064,1.0
S100015,S100072,1.0
S100015,S100091,1.0
S100015,S100101,1.0
S100015,S100106,1.0
S100015,S100117,1.0
S100016,S100017,3.0
S100016,S100019,2.0
S100016,S100020,2.0
S100016,S100021,2.0
S100016,S100023,1.0
S100016,S100024,3.0
S100016,S100025,2.0
S100016,S100026,2.0
S100016,S100027,2.0
S100016,S100028,2.0
S100016,S100029,2.0
S100016,S100031,2.0
S100016,S100032,1.0
S100016,S100033,1.0
S100016,S100034,1.0
S100016,S100035,3.0
S100016,S100038,2.0
S100016,S100039,4.0
S100016,S100064,1.0
S100016,S100065,1.0
S100016,S100072,1.0
S100016,S100079,1.0
S100016,S100081,1.0
S100016,S100082,1.0
S100016,S100083,1.0
S100016,S100084,1.0
S100016,S100085,2.0
S100016,S100086,1.0
S100016,S100090,1.0
S100016,S100091,2.0
S100016,S100092,1.0
S100016,S100095,1.0
S100016,S100096,1.0
S100016,S100097,1.0
S100016,S100098,1.0
S100016,S100099,1.0
S100016,S100100,1.0
S100016,S100101,2.0
S100016,S100105,2.0
S100016,S100106,2.0
S100016,S100107,2.0
S100016,S100108,1.0
S100016,S100110,1.0
S100016,S100113,1.0
S100016,S100114,1.0
S100016,S100117,2.0
S100016,S100120,1.0
S100017,S100019,2.0
S100017,S100020,2.0
S100017,S100021,2.0
S100017,S100023,1.0
S100017,S100024,3.0
S100017,S100025,2.0
S100017,S100026,2.0
S100017,S100027,2.0
S100017,S100028,2.0
S100017,S100029,2.0
S100017,S100031,2.0
S100017,S100032,1.0
S100017,S100033,1.0
S100017,S100034,1.0
S100017,S100035,3.0
S100017,S100038,2.0
S100017,S100039,3.0
S100017,S100064,1.0
S100017,S100065,1.0
S100017,S100072,1.0
S100017,S100085,1.0
S100017,S100091,1.0
S100017,S100101,1.0
S100017,S100105,1.0
S100017,S100106,1.0
S100017,S100107,1.0
S100017,S100110,1.0
S100017,S100117,1.0
S100019,S100020,1.0
S100019,S100021,2.0
S100019,S100023,1.0
S100019,S100024,2.0
S100019,S100025,1.0
S100019,S100026,2.0
S100019,S100027,2.0
S100019,S100028,2.0
S100019,S100029,2.0
S100019,S100031,1.0
S100019,S100032,1.0
S100019,S100033,1.0
S100019,S100035,2.0
S100019,S100038,1.0
S100019,S100039,2.0
S100019,S100065,1.0
S100019,S100085,1.0
S100019,S100091,1.0
S100019,S100101,1.0
S100019,S100105,1.0
S100019,S100107,1.0
S100019,S100110,1.0
S100020,S100021,1.0
S100020,S100023,1.0
S100020,S100024,2.0
S100020,S100025,2.0
S100020,S100026,1.0
S100020,S100027,1.0
S100020,S100028,1.0
S100020,S100029,1.0
S100020,S100031,2.0
S100020,S100033,1.0
S100020,S100034,1.0
S100020,S100035,2.0
S100020,S100038,2.0
S100020,S100039,2.0
S100020,S100064,1.0
S100020,S100072,1.0
S100020,S100091,1.0
S100020,S100101,1.0
S100020,S100106,1.0
S100020,S100117,1.0
S100021,S100023,1.0
S100021,S100024,2.0
S100021,S100025,1.0
S100021,S100026,2.0
S100021,S100027,2.0
S100021,S100028,2.0
S100021,S100029,2.0
S100021,S100031,1.0
S100021,S100032,1.0
S100021,S100033,1.0
S100021,S100035,2.0
S100021,S100038,1.0
S100021,S100039,2.0
S100021,S100065,1.0
S100021,S100085,1.0
S100021,S100091,1.0
S100021,S100101,1.0
S100021,S100105,1.0
S100021,S100107,1.0
S100021,S100110,1.0
S100023,S100024,1.0
S100023,S100025,1.0
S100023,S100026,1.0
S100023,S100027,1.0
S100023,S100028,1.0
S100023,S100029,1.0
S100023,S100031,1.0
S100023,S100033,1.0
S100023,S100035,1.0
S100023,S100038,1.0
S100023,S100039,1.0
S100023,S100041,1.0
S100023,S100042,1.0
S100023,S100043,1.0
S100023,S100044,1.0
S100023,S100045,1.0
S100023,S100046,1.0
S100023,S100048,1.0
S100023,S100049,1.0
S100023,S100050,1.0
S100023,S100051,1.0
S100023,S100053,1.0
S100023,S100054,1.0
S100023,S100055,1.0
S100023,S100056,1.0
S100023,S100057,1.0
S100023,S100059,1.0
S100023,S100060,1.0
S100023,S100065,1.0
S100023,S100066,1.0
S100023,S100069,1.0
S100023,S100070,1.0
S100023,S100071,1.0
S100023,S100072,1.0
S100023,S100073,1.0
S100023,S100074,1.0
S100023,S100075,1.0
S100023,S100076,1.0
S100023,S100078,1.0
S100023,S100084,1.0
S100023,S100091,1.0
S100023,S100101,1.0
S100024,S100025,2.0
S100024,S100026,2.0
S100024,S100027,2.0
S100024,S100028,2.0
S100024,S100029,2.0
S100024,S100031,2.0
S100024,S100032,1.0
S100024,S100033,1.0
S100024,S100034,1.0
S100024,S100035,3.0
S100024,S100038,2.0
S100024,S100039,3.0
S100024,S100064,1.0
S100024,S100065,1.0
S100024,S100072,1.0
S100024,S100085,1.0
S100024,S100091,1.0
S100024,S100101,1.0
S100024,S100105,1.0
S100024,S100106,1.0
S100024,S100107,1.0
S100024,S100110,1.0
S100024,S100117,1.0
S100025,S100026,1.0
S100025,S100027,1.0
S100025,S100028,1.0
S100025,S100029,1.0
S100025,S100031,2.0
S100025,S100033,1.0
S100025,S100034,2.0
S100025,S100035,2.0
S100025,S100038,2.0
S100025,S100039,2.0
S100025,S100040,1.0
S100025,S100055,1.0
S100025,S100064,1.0
S100025,S100072,1.0
S100025,S100081,1.0
S100025,S100082,1.0
S100025,S100083,1.0
S100025,S100084,1.0
S100025,S100086,1.0
S100025,S100090,1.0
S100025,S100091,2.0
S100025,S100092,1.0
S100025,S100095,1.0
S100025,S100096,1.0
S100025,S100098,1.0
S100025,S100099,1.0
S100025,S100100,1.0
S100025,S100101,2.0
S100025,S100105,1.0
S100025,S100106,2.0
S100025,S100107,1.0
S100025,S100108,1.0
S100025,S100109,1.0
S100025,S100111,1.0
S100025,S100112,1.0
S100025,S100114,1.0
S100025,S100117,2.0
S100025,S100118,1.0
S100025,S100120,1.0
S100026,S100027,2.0
S100026,S100028,2.0
S100026,S100029,2.0
S100026,S100031,1.0
S100026,S100032,1.0
S100026,S100033,1.0
S100026,S100035,2.0
S100026,S100038,1.0
S100026,S100039,2.0
S100026,S100065,1.0
S100026,S100085,1.0
S100026,S100091,1.0
S100026,S100101,1.0
S100026,S100105,1.0
S100026,S100107,1.0
S100026,S100110,1.0
S100027,S100028,2.0
S100027,S100029,2.0
S100027,S100031,1.0
S100027,S100032,1.0
S100027,S100033,1.0
S100027,S100035,2.0
S100027,S100038,1.0
S100027,S100039,2.0
S100027,S100065,1.0
S100027,S100085,1.0
S100027,S100091,1.0
S100027,S100101,1.0
S100027,S100105,1.0
S100027,S100107,1.0
S100027,S100110,1.0
S100028,S100029,2.0
S100028,S100031,1.0
S100028,S100032,1.0
S100028,S100033,1.0
S100028,S100035,2.0
S100028,S100038,1.0
S100028,S100039,2.0
S100028,S100065,1.0
S100028,S100085,1.0
S100028,S100091,1.0
S100028,S100101,1.0
S100028,S100105,1.0
S100028,S100107,1.0
S100028,S100110,1.0
S100029,S100031,1.0
S100029,S100032,1.0
S100029,S100033,1.0
S100029,S100035,2.0
S100029,S100038,1.0
S100029,S100039,2.0
S100029,S100041,1.0
S100029,S100042,1.0
S100029,S100043,1.0
S100029,S100045,1.0
S100029,S100046,1.0
S100029,S100047,1.0
S100029,S100048,1.0
S100029,S100049,1.0
S100029,S100053,1.0
S100029,S100054,1.0
S100029,S100055,1.0
S100029,S100056,1.0
S100029,S100057,1.0
S100029,S100058,1.0
S100029,S100059,1.0
S100029,S100060,1.0
S100029,S100061,1.0
S100029,S100062,1.0
S100029,S100063,1.0
S100029,S100064,1.0
S100029,S100065,2.0
S100029,S100066,1.0
S100029,S100067,1.0
S100029,S100068,1.0
S100029,S100069,1.0
S100029,S100070,1.0
S100029,S100071,1.0
S100029,S100072,1.0
S100029,S100074,1.0
S100029,S100075,1.0
S100029,S100078,1.0
S100029,S100079,1.0
S100029,S100085,1.0
S100029,S100091,1.0
S100029,S100101,1.0
S100029,S100105,1.0
S100029,S100107,1.0
S100029,S100110,1.0
S100031,S100033,1.0
S100031,S100034,1.0
S100031,S100035,2.0
S100031,S100038,2.0
S100031,S100039,2.0
S100031,S100064,1.0
S100031,S100072,1.0
S100031,S100091,1.0
S100031,S100101,1.0
S100031,S100106,1.0
S100031,S100117,1.0
S100032,S100035,1.0
S100032,S100039,1.0
S100032,S100065,1.0
S100032,S100085,1.0
S100032,S100105,1.0
S100032,S100107,1.0
S100032,S100110,1.0
S100033,S100035,1.0
S100033,S100038,1.0
S100033,S100039,1.0
S100033,S100091,1.0
S100033,S100101,1.0
S100034,S100035,1.0
S100034,S100038,1.0
S100034,S100039,1.0
S100034,S100040,1.0
S100034,S100055,1.0
S100034,S100064,1.0
S100034,S100072,1.0
S100034,S100081,1.0
S100034,S100082,1.0
S100034,S100083,1.0
S100034,S100084,1.0
S100034,S100086,1.0
S100034,S100090,1.0
S100034,S100091,1.0
S100034,S100092,1.0
S100034,S100095,1.0
S100034,S100096,1.0
S100034,S100098,1.0
S100034,S100099,1.0
S100034,S100100,1.0
S100034,S100101,1.0
S100034,S100105,1.0
S100034,S100106,2.0
S100034,S100107,1.0
S100034,S100108,1.0
S100034,S100109,1.0
S100034,S100111,1.0
S100034,S100112,1.0
S100034,S100114,1.0
S100034,S100117,2.0
S100034,S100118,1.0
S100034,S100120,1.0
S100035,S100038,2.0
S100035,S100039,3.0
S100035,S100064,1.0
S100035,S100065,1.0
S100035,S100072,1.0
S100035,S100085,1.0
S100035,S100091,1.0
S100035,S100101,1.0
S100035,S100105,1.0
S100035,S100106,1.0
S100035,S100107,1.0
S100035,S100110,1.0
S100035,S100117,1.0
S100038,S100039,2.0
S100038,S100064,1.0
S100038,S100072,1.0
S100038,S100091,1.0
S100038,S100101,1.0
S100038,S100106,1.0
S100038,S100117,1.0
S100039,S100064,1.0
S100039,S100065,1.0
S100039,S100072,1.0
S100039,S100079,1.0
S100039,S100081,1.0
S100039,S100082,1.0
S100039,S100083,1.0
S100039,S100084,1.0
S100039,S100085,2.0
S100039,S100086,1.0
S100039,S100090,1.0
S100039,S100091,2.0
S100039,S100092,1.0
S100039,S100095,1.0
S100039,S100096,1.0
S100039,S100097,1.0
S100039,S100098,1.0
S100039,S100099,1.0
S100039,S100100,1.0
S100039,S100101,2.0
S100039,S100105,2.0
S100039,S100106,2.0
S100039,S100107,2.0
S100039,S100108,1.0
S100039,S100110,1.0
S100039,S100113,1.0
S100039,S100114,1.0
S100039,S100117,2.0
S100039,S100120,1.0
S100040,S100055,1.0
S100040,S100081,1.0
S100040,S100082,1.0
S100040,S100083,1.0
S100040,S100084,1.0
S100040,S100086,1.0
S100040,S100090,1.0
S100040,S100091,1.0
S100040,S100092,1.0
S100040,S100095,1.0
S100040,S100096,1.0
S100040,S100098,1.0
S100040,S100099,1.0
S100040,S100100,1.0
S100040,S100101,1.0
S100040,S100105,1.0
S100040,S100106,1.0
S100040,S100107,1.0
S100040,S100108,1.0
S100040,S100109,1.0
S100040,S100111,1.0
S100040,S100112,1.0
S100040,S100114,1.0
S100040,S100117,1.0
S100040,S100118,1.0
S100040,S100120,1.0
S100041,S100042,2.0
S100041,S100043,2.0
S100041,S100044,1.0
S100041,S100045,2.0
S100041,S100046,2.0
S100041,S100047,1.0
S100041,S100048,2.0
S100041,S100049,2.0
S100041,S100050,1.0
S100041,S100051,1.0
S100041,S100053,2.0
S100041,S100054,2.0
S100041,S100055,2.0
S100041,S100056,2.0
S100041,S100057,2.0
S100041,S100058,1.0
S100041,S100059,2.0
S100041,S100060,2.0
S100041,S100061,1.0
S100041,S100062,1.0
S100041,S100063,1.0
S100041,S100064,1.0
S100041,S100065,2.0
S100041,S100066,2.0
S100041,S100067,1.0
S100041,S100068,1.0
S100041,S100069,2.0
S100041,S100070,2.0
S100041,S100071,2.0
S100041,S100072,2.0
S100041,S100073,1.0
S100041,S100074,2.0
S100041,S100075,2.0
S100041,S100076,1.0
S100041,S100078,2.0
S100041,S100079,1.0
S100041,S100084,1.0
S100042,S100043,2.0
S100042,S100044,1.0
S100042,S100045,2.0
S100042,S100046,2.0
S100042,S100047,1.0
S100042,S100048,2.0
S100042,S100049,2.0
S100042,S100050,1.0
S100042,S100051,1.0
S100042,S100053,2.0
S100042,S100054,2.0
S100042,S100055,2.0
S100042,S100056,2.0
S100042,S100057,2.0
S100042,S100058,1.0
S100042,S100059,2.0
S100042,S100060,2.0
S100042,S100061,1.0
S100042,S100062,1.0
S100042,S100063,1.0
S100042,S100064,1.0
S100042,S100065,2.0
S100042,S100066,2.0
S100042,S100067,1.0
S100042,S100068,1.0
S100042,S100069,2.0
S100042,S100070,2.0
S100042,S100071,2.0
S100042,S100072,2.0
S100042,S100073,1.0
S100042,S100074,2.0
S100042,S100075,2.0
S100042,S100076,1.0
S100042,S100078,2.0
S100042,S100079,1.0
S100042,S100084,1.0
S100043,S100044,1.0
S100043,S100045,2.0
S100043,S100046,2.0
S100043,S100047,1.0
S100043,S100048,2.0
S100043,S100049,2.0
S100043,S100050,1.0
S100043,S100051,1.0
S100043,S100053,2.0
S100043,S100054,2.0
S100043,S100055,2.0
S100043,S100056,2.0
S100043,S100057,2.0
S100043,S100058,1.0
S100043,S100059,2.0
S100043,S100060,2.0
S100043,S100061,1.0
S100043,S100062,1.0
S100043,S100063,1.0
S100043,S100064,1.0
S100043,S100065,2.0
S100043,S100066,2.0
S100043,S100067,1.0
S100043,S100068,1.0
S100043,S100069,2.0
S100043,S100070,2.0
S100043,S100071,2.0
S100043,S100072,2.0
S100043,S100073,1.0
S100043,S100074,2.0
S100043,S100075,2.0
S100043,S100076,1.0
S100043,S100078,2.0
S100043,S100079,1.0
S100043,S100084,1.0
S100044,S100045,1.0
S100044,S100046,1.0
S100044,S100048,1.0
S100044,S100049,1.0
S100044,S100050,1.0
S100044,S100051,1.0
S100044,S100053,1.0
S100044,S100054,1.0
S100044,S100055,1.0
S100044,S100056,1.0
S100044,S100057,1.0
S100044,S100059,1.0
S100044,S100060,1.0
S100044,S100065,1.0
S100044,S100066,1.0
S100044,S100069,1.0
S100044,S100070,1.0
S100044,S100071,1.0
S100044,S100072,1.0
S100044,S100073,1.0
S100044,S100074,1.0
S100044,S100075,1.0
S100044,S100076,1.0
S100044,S100078,1.0
S100044,S100084,1.0
S100045,S100046,2.0
S100045,S100047,1.0
S100045,S100048,2.0
S100045,S100049,2.0
S100045,S100050,1.0
S100045,S100051,1.0
S100045,S100053,2.0
S100045,S100054,2.0
S100045,S100055,2.0
S100045,S100056,2.0
S100045,S100057,2.0
S100045,S100058,1.0
S100045,S100059,2.0
S100045,S100060,2.0
S100045,S100061,1.0
S100045,S100062,1.0
S100045,S100063,1.0
S100045,S100064,1.0
S100045,S100065,2.0
S100045,S100066,2.0
S100045,S100067,1.0
S100045,S100068,1.0
S100045,S100069,2.0
S100045,S100070,2.0
S100045,S100071,2.0
S100045,S100072,2.0
S100045,S100073,1.0
S100045,S100074,2.0
S100045,S100075,2.0
S100045,S100076,1.0
S100045,S100078,2.0
S100045,S100079,1.0
S100045,S100084,1.0
S100046,S100047,1.0
S100046,S100048,2.0
S100046,S100049,2.0
S100046,S100050,1.0
S100046,S100051,1.0
S100046,S100053,2.0
S100046,S100054,2.0
S100046,S100055,2.0
S100046,S100056,2.0
S100046,S100057,2.0
S100046,S100058,1.0
S100046,S100059,2.0
S100046,S100060,2.0
S100046,S100061,1.0
S100046,S100062,1.0
S100046,S100063,1.0
S100046,S100064,1.0
S100046,S100065,2.0
S100046,S100066,2.0
S100046,S100067,1.0
S100046,S100068,1.0
S100046,S100069,2.0
S100046,S100070,2.0
S100046,S100071,2.0
S100046,S100072,2.0
S100046,S100073,1.0
S100046,S100074,2.0
S100046,S100075,2.0
S100046,S100076,1.0
S100046,S100078,2.0
S100046,S100079,1.0
S100046,S100084,1.0
S100047,S100048,1.0
S100047,S100049,1.0
S100047,S100053,1.0
S100047,S100054,1.0
S100047,S100055,1.0
S100047,S100056,1.0
S100047,S100057,1.0
S100047,S100058,1.0
S100047,S100059,1.0
S100047,S100060,1.0
S100047,S100061,1.0
S100047,S100062,1.0
S100047,S100063,1.0
S100047,S100064,1.0
S100047,S100065,1.0
S100047,S100066,1.0
S100047,S100067,1.0
S100047,S100068,1.0
S100047,S100069,1.0
S100047,S100070,1.0
S100047,S100071,1.0
S100047,S100072,1.0
S100047,S100074,1.0
S100047,S100075,1.0
S100047,S100078,1.0
S100047,S100079,1.0
S100048,S100049,2.0
S100048,S100050,1.0
S100048,S100051,1.0
S100048,S100053,2.0
S100048,S100054,2.0
S100048,S100055,2.0
S100048,S100056,2.0
S100048,S100057,2.0
S100048,S100058,1.0
S100048,S100059,2.0
S100048,S100060,2.0
S100048,S100061,1.0
S100048,S100062,1.0
S100048,S100063,1.0
S100048,S100064,1.0
S100048,S100065,2.0
S100048,S100066,2.0
S100048,S100067,1.0
S100048,S100068,1.0
S100048,S100069,2.0
S100048,S100070,2.0
S100048,S100071,2.0
S100048,S100072,2.0
S100048,S100073,1.0
S100048,S100074,2.0
S100048,S100075,2.0
S100048,S100076,1.0
S100048,S100078,2.0
S100048,S100079,1.0
S100048,S100084,1.0
S100049,S100050,1.0
S100049,S100051,1.0
S100049,S100053,2.0
S100049,S100054,2.0
S100049,S100055,2.0
S100049,S100056,2.0
S100049,S100057,2.0
S100049,S100058,1.0
S100049,S100059,2.0
S100049,S100060,2.0
S100049,S100061,1.0
S100049,S100062,1.0
S100049,S100063,1.0
S100049,S100064,1.0
